sphere_id,label,effect_direction,evidence_strength_score,przybylski_tier,causal_confidence,evidence_strength_raw,note
academic,Enhancing English Reading Skills through ChatGPT-OpenAI: A Study on Vo… (2025),positive,3,moderate,unclear,3/5,"In the rapidly evolving landscape of education, the integration of artificial intelligence"
academic,Use of ChatGPT among form Two Students in a Secondary School in Hulu S… (2025),positive,3,moderate,cross_sectional,3/5,This study investigates Form Two students’ perceptions of using ChatGPT as a pedagogical s
academic,The Effect of the AI-Powered ChatGPT Application on Middle School Stud… (2025),positive,3,moderate,qualitative,3/5,"This study investigates the impact of ChatGPT, an artificial intelligence-based platform, "
academic,Enhancing Japanese EFL Students’ Grammar Accuracy and Writing Fluency … (2025),positive,3,moderate,mixed_methods,3/5,This mixed-methods study investigated whether or not ChatGPT worked as a writing aid to in
academic,Exploring the Role of ChatGPT in Developing Writing Skills and Critica… (2026),positive,3,moderate,unclear,3/5,"The rapid growth of generative artificial intelligence (AI), particularly ChatGPT, has int"
academic,High school teachers’ perceptions of using ChatGpt for designing Engli… (2025),positive,3,moderate,unclear,3/5,Reading tests are effective assessments to evaluate EFL learners’ reading ability; however
academic,Employing ChatGPT to improve high school students’ writing skills by p… (2026),positive,3,moderate,unclear,3/5,
academic,THE USE OF CHATGPT AS AN INTERACTIVE MEDIUM TO IMPROVE WRITING SKILLS … (2025),positive,3,moderate,unclear,3/5,This study aims to optimize writing instruction management in the Elementary School Teache
academic,A PHENOMENOLOGY STUDY “THE FUNCTION OF THE CHATGPT APPLICATION IN ASSI… (2025),positive,3,moderate,qualitative,3/5,"Abstract This research will examine the topic that is widespread in this era, namely the R"
academic,AI-Facilitated Self-Directed Learning and Mathematics Performance: A M… (2026),positive,3,moderate,unclear,3/5,The rapid adoption of generative artificial intelligence (AI) tools such as ChatGPT has ra
academic,Comparing the Impact of Individual‐ and Team‐Based <scp>ChatGPT</scp> … (2026),positive,3,moderate,unclear,3/5,ABSTRACT Background Increased research attention has recently been given to the topic of p
academic,"Improving students’ reading, comprehension, and reading motivation thr… (2025)",positive,3,moderate,mixed_methods,3/5,"Reading enables individuals to acquire knowledge, think critically, succeed in social life"
academic,Implementation of The AI Platform ChatGPT 4.0 TVI Assist As An Innovat… (2024),positive,3,moderate,unclear,3/5,
academic,Improving students’ programming performance: an integrated mind mappin… (2025),positive,3,moderate,unclear,3/5,"With the development of the times, programming education has become increasingly important"
academic,Student Perceptions of Using Generative AI Chatbot in Learning Program… (2024),positive,3,moderate,qualitative,3/5,"Interest in Generative Al (GenAl) chatbots has exploded across the education industry, sub"
academic,Strategies for Enhancing High School Students’ Self-Regulated Mathemat… (2026),positive,3,moderate,unclear,3/5,
academic,Enhancing elementary students’ writing habits with generative AI: A st… (2026),positive,3,moderate,unclear,3/5,This empirical exploration investigates how integrating a handwritten diary with a generat
academic,Exploring Student Perceptions of Generative <scp>AI</scp> Therapists a… (2026),positive,3,moderate,qualitative,3/5,This study investigates secondary school students’ perceptions of generative AI (GenAI) as
academic,The Use of Generative AI Tools and Their Role in Science Learning amon… (2025),positive,3,moderate,qualitative,3/5,This qualitative study examines the interactions of senior high school STEM students in th
academic,Impact of Generative AI and Digital Learning Tools on Student Engageme… (2025),positive,3,moderate,unclear,3/5,This study explores the impact of Generative AI and digital learning tools on student enga
academic,Enhancing School Students’ Self-Regulated Learning through Generative … (2026),positive,3,moderate,rct,3/5,Self-regulated learning (SRL) is a critical competency for academic success and lifelong l
academic,Utilizing generative AI to promote high school students’ personal rele… (2026),positive,3,moderate,experimental,3/5,"Relevance plays a pivotal role in student motivation and engagement. Generative AI, with i"
academic,Examining the use of ecology-related socio-scientific issue debate cla… (2025),positive,3,moderate,unclear,3/5,
neurocognitive,Multimodal instruction with AI-generated images for noun retention: Ex… (2026),positive,5,strict,experimental,5/5,This study explores the effectiveness of integrating multimodal instruction with artificia
neurocognitive,Do <scp>AI</scp> chatbots improve students learning outcomes? Evidence… (2023),bidirectional,5,strict,rct,5/5,Abstract Artificial intelligence (AI) chatbots are gaining increasing popularity in educat
neurocognitive,Outsourcing cognition: the psychological costs of AI-era convenience (2025),bidirectional,5,strict,longitudinal,5/5,"While AI technology is increasingly integrated into all aspects of thinking, learning, and"
neurocognitive,The effect of Artificial Intelligence Health Education Accurately Link… (2025),conditional,5,strict,rct,5/5,Background: Childhood asthma is a prevalent chronic disease that affects millions of child
neurocognitive,Artificial Intelligence Chatbots in Pediatric Emergencies: A Reliable … (2025),negative,5,strict,longitudinal,5/5,Introduction Artificial intelligence (AI) chatbots have rapidly gained popularity for diss
neurocognitive,Exploring Secondary School Students’ Interest and Mastery of Atomic St… (2024),mixed,5,strict,quasi_experimental,5/5,"This research explored the impact of using ChatGPT, a chatbot-assisted artificial intellig"
neurocognitive,"Asking, Playing, Learning: Investigating Large Language Model-Based Sc… (2025)",mixed,5,strict,experimental,5/5,Digital game-based learning (DGBL) has demonstrated notable effectiveness in general artif
neurocognitive,Using an AI-Driven Child Chatbot Avatar as a Training Tool for Informa… (2025),mixed,5,strict,quasi_experimental,5/5,"Healthcare professionals often receive limited training in information gathering, especial"
neurocognitive,Research on motivation and behavior of ChatGPT use in middle school st… (2023),positive,3,moderate,cross_sectional,3/5,"In recent years, the field of large language models of artificial intelligence has garnere"
neurocognitive,A systematic review on the role of ChatGPT on student learning (2024),positive,3,moderate,systematic_review,3/5,"Designing a sustainable training gadget is a considerable challenge. However, one promisin"
neurocognitive,The Effect of Using (AI) ChatGPT Version 4.0 on Reducing the Curiosity… (2025),positive,3,moderate,cross_sectional,3/5,Abstract – This study aims to explore the effect of using artificial intelligence (AI) tec
neurocognitive,Using ChatGPT to Deconstruct K-12 Student Learning Outcomes for Develo… (2025),positive,3,moderate,unclear,3/5,"This chapter explores the utilization of ChatGPT, an artificial intelligence (AI) language"
neurocognitive,COGNITIVE STYLES ON STUDENTS’ ACCEPTANCE OF ARTIFICIAL INTELLIGENCE-BA… (2024),positive,3,moderate,unclear,3/5,The rapid technology evolution has grown other new branches in artificial intelligence par
neurocognitive,Enhancing Communication Confidence among Introverted Primary School St… (2025),positive,3,moderate,unclear,3/5,This action research study aimed to evaluate the effectiveness of artificial intelligence 
neurocognitive,&lt;div&gt; Teaching Aromatic Compounds with Artificial Intelligence U… (2026),positive,3,moderate,unclear,3/5,
neurocognitive,The Effect of Applying Generative AI-Based Instruction as a Cognitive … (2025),positive,3,moderate,unclear,3/5,
neurocognitive,AI-Powered Enhanced Student Performance Detection Using Deep Optimal F… (2025),positive,3,moderate,unclear,3/5,This paper introduces an AI method to detect student performance enhancements by implement
neurocognitive,Analyze and Implement a Reinforced AI Chatbot in Guayaquil to Improve … (2024),positive,3,moderate,unclear,3/5,
neurocognitive,Perception of AI Use in Youth Mental Health Services: Qualitative Stud… (2025),positive,3,moderate,qualitative,3/5,Background: Artificial intelligence (AI) technology has made significant advancements in h
neurocognitive,Beyond Answers: Large Language Model-Powered Tutoring System in Physic… (2024),positive,3,moderate,experimental,3/5,The integration of artificial intelligence (AI) in education has shown significant promise
neurocognitive,Improving Young Learners with Copilot: The Influence of Large Language… (2025),positive,3,moderate,experimental,3/5,The integration of Large Language Models (LLMs) such as Microsoft Copilot in K-12 programm
neurocognitive,The Potential of ChatGPT in Assisting Children with Down Syndrome. (2023),positive,3,moderate,unclear,3/5,"ChatGPT, an advanced language generation model developed by OpenAI, has the potential to r"
neurocognitive,Using ChatGPT in the Secondary Gifted Classroom for Personalized Learn… (2025),positive,3,moderate,unclear,3/5,Artificial intelligence (AI) has the potential to revolutionize education by promoting per
neurocognitive,Critical AI in K-12 Classrooms: A Practical Guide for Cultivating Just… (2025),positive,3,moderate,unclear,3/5,"Artificial intelligence is rapidly integrating into today’s classrooms, but unlike other n"
neurocognitive,A Checklist for Using Generative Artificial Intelligence to Create Les… (2025),positive,3,moderate,unclear,3/5,"Generative artificial intelligence (GAI, such as ChatGPT) is a mechanism in which a person"
neurocognitive,Examining Conservative Attitudes in AI Conversations about Teen Sextin… (2025),positive,3,moderate,qualitative,3/5,This study analyzed an AI chatbot’s perspectives on adolescent sexting through quantitativ
neurocognitive,Socially responsible digital innovation and its implications for large… (2026),positive,3,moderate,,3/5,This paper explores the connection between socially responsible innovation and emerging ar
neurocognitive,Effects of integrating an open learner model with AI-enabled visualiza… (2022),positive,3,moderate,,3/5,"This study seeks to understand the effects of a personalized learning platform, which appl"
neurocognitive,Effect of a Hackathon-Based AI Making Project Program on the Collabora… (2024),positive,3,moderate,,3/5,Objectives This study attempted to verify the effect on the collaborative self-regulation 
neurocognitive,The Impact of AI Tools on Universities’ Educational Strategies and Stu… (2025),positive,3,moderate,,3/5,Abstract Sultan Qaboos University (SQU) and Qatar University (QU) are working to adopt sho
neurocognitive,Prevalence and Characteristics of Autism Spectrum Disorder Among Child… (2023),positive,3,moderate,,3/5,Problem/Condition: Autism spectrum disorder (ASD). Period Covered: 2020. Description of Sy
neurocognitive,AI Asthma Guard: Predictive Wearable Technology for Asthma Management … (2024),positive,3,moderate,unclear,3/5,"This paper presents AI Asthma Guard, a novel wearable device designed to predict and alert"
neurocognitive,"Roles, Users, Benefits, and Limitations of Chatbots in Health Care: Ra… (2024)",positive,3,moderate,qualitative,3/5,"BACKGROUND: Chatbots, or conversational agents, have emerged as significant tools in healt"
neurocognitive,"Artificial Intelligence and Healthcare: A Journey through History, Pre… (2024)",positive,3,moderate,unclear,3/5,Artificial intelligence (AI) has emerged as a powerful tool in healthcare significantly im
neurocognitive,RETRACTED ARTICLE: Impact of artificial intelligence on human loss in … (2023),positive,3,moderate,qualitative,3/5,"This study examines the impact of artificial intelligence (AI) on loss in decision-making,"
neurocognitive,Revolutionizing education with AI: Exploring the transformative potent… (2023),positive,3,moderate,unclear,3/5,Artificial intelligence (AI) introduces new tools to the educational environment with the 
neurocognitive,Interpreting artificial intelligence models: a systematic review on th… (2024),positive,3,moderate,systematic_review,3/5,Explainable artificial intelligence (XAI) has gained much interest in recent years for its
neurocognitive,The Ethics of Artificial Intelligence in Education (2022),positive,3,moderate,unclear,3/5,The transition of Artificial Intelligence (AI) from a lab-based science to live human cont
neurocognitive,Association of Video Gaming With Cognitive Performance Among Children (2022),positive,3,moderate,,3/5,Importance: Although most research has linked video gaming to subsequent increases in aggr
neurocognitive,Understanding the Impact of Long-Term Memory on Self-Disclosure with L… (2024),positive,3,moderate,qualitative,3/5,Recent large language models (LLMs) offer the potential to support public health monitorin
neurocognitive,The Use of Artificial Intelligence (AI) in Early Childhood Education (2025),positive,3,moderate,unclear,3/5,The integration of Artificial Intelligence (AI) into early childhood education presents ne
neurocognitive,"A Metaverse: Taxonomy, Components, Applications, and Open Challenges (2022)",positive,3,moderate,unclear,3/5,"Unlike previous studies on the Metaverse based on Second Life, the current Metaverse is ba"
neurocognitive,"A critical evaluation, challenges, and future perspectives of using ar… (2023)",positive,3,moderate,systematic_review,3/5,The term Smart Classroom has evolved over time and nowadays reflects the technological adv
neurocognitive,"The rising trend of Metaverse in education: challenges, opportunities,… (2023)",positive,3,moderate,,3/5,Metaverse is invading the educational sector and will change human-computer interaction te
neurocognitive,A social robot connected with chatGPT to improve cognitive functioning… (2023),positive,3,moderate,unclear,3/5,Neurodevelopmental Disorders (NDDs) represent a significant healthcare and economic burden
neurocognitive,Ethical principles for artificial intelligence in education (2022),positive,3,moderate,qualitative,3/5,The advancement of artificial intelligence in education (AIED) has the potential to transf
neurocognitive,The future landscape of large language models in medicine (2023),positive,3,moderate,unclear,3/5,Large language models (LLMs) are artificial intelligence (AI) tools specifically trained t
neurocognitive,The impact of simulation-based training in medical education: A review (2024),positive,3,moderate,unclear,3/5,Simulation-based training (SBT) has emerged as a transformative approach in medical educat
neurocognitive,ChatGPT and Open-AI Models: A Preliminary Review (2023),positive,3,moderate,systematic_review,3/5,"According to numerous reports, ChatGPT represents a significant breakthrough in the field "
neurocognitive,A systematic review of Stimulated Recall (SR) in educational research … (2024),positive,3,moderate,systematic_review,3/5,Abstract Stimulated Recall (SR) has long been used in educational settings as an approach 
neurocognitive,Artificial intelligence in pediatric nursing and its education: A syst… (2026),positive,3,moderate,systematic_review,3/5,Artificial intelligence (AI) transforms healthcare delivery by improving patient outcomes 
neurocognitive,Postgraduate students’ perceptions of artificial intelligence integrat… (2026),positive,3,moderate,cross_sectional,3/5,Generative artificial intelligence (AI) tools such as ChatGPT are increasingly used in aca
neurocognitive,Dark Future: Development and Initial Validation of Artificial Intellig… (2025),positive,3,moderate,unclear,3/5,"In the past few years, the rapid development of artificial intelligence (AI) and its succe"
neurocognitive,Optimizing and Predicting Antidepressant Efficacy in Patients with Maj… (2024),positive,3,moderate,unclear,3/5,"According to the World Health Organization (WHO), major depressive disorder (MDD) is the f"
neurocognitive,Transforming Pediatric Care: Technological Innovations for Concussion … (2026),positive,3,moderate,unclear,3/5,Concussion is a common type of pediatric mild traumatic brain injury caused by head or bod
neurocognitive,Exploring Young Adults’ Experiences and Beliefs in Asthma Medication M… (2025),positive,3,moderate,qualitative,3/5,Young adults take their asthma maintenance medication 67% of the time or less. Understandi
neurocognitive,Combined Inhibition of ATR and Ribonucleotide Reductase Induces Synerg… (2026),positive,3,moderate,,3/5,Osteosarcoma is the most common bone cancer in children and young adults. Its prognosis ha
neurocognitive,NEC-Net: A hybrid transformer for necrotizing enterocolitis diagnosis … (2026),positive,3,moderate,,3/5,Accurate lesion segmentation in medical imaging is essential for computer-aided diagnosis 
neurocognitive,Covalently targeting HSP90 with a natural small-molecule costunolide t… (2026),positive,3,moderate,,3/5,Necroptosis exacerbates ulcerative colitis (UC) by disrupting intestinal barriers and prom
neurocognitive,Evaluation of an Artificial Intelligence Conversational Chatbot to Enh… (2026),positive,3,moderate,unclear,3/5,"The HIV epidemic in the United States disproportionately impacts gay, bisexual, and other "
metacognitive,Integrating Generative AI in Active Learning Environments: Enhancing M… (2024),positive,3,moderate,unclear,3/5,This paper explores the innovative integration of Generative AI (GenAI) in active learning
metacognitive,Emotion Recognition in Self-Regulated Learning: Advancing Metacognitio… (2024),positive,3,moderate,,3/5,
metacognitive,Leveraging generative AI to foster metacognition and self-directed lea… (2025),positive,3,moderate,unclear,3/5,"With the ever-expanding amount of data, students increasingly find themselves needing to e"
metacognitive,How Generative AI Influences Students’ Self-Regulated Learning and Cri… (2025),positive,3,moderate,systematic_review,3/5,"Generative artificial intelligence (AI), particularly tools such as ChatGPT, is transformi"
metacognitive,Generating Reflection Prompts in Self-Directed Learning Activities wit… (2024),positive,3,moderate,unclear,3/5,Self-reflection during maker activities is known to enhance conceptual comprehension and l
metacognitive,The cognitive mirror: a framework for AI-powered metacognition and sel… (2025),bidirectional,3,moderate,unclear,3/5,Introduction The dominant paradigm of generative artificial intelligence (AI) in education
metacognitive,Curiosity and Metacognition: Towards a Unified Framework for Learning … (2026),bidirectional,3,moderate,unclear,3/5,This chapter examines the relationship between curiosity and metacognition as critical dri
metacognitive,From AI Assistance to Critical Thinking: Exploring Cognitive Offloadin… (2026),bidirectional,3,moderate,,3/5,The rapid adoption of AI-assisted learning tools in higher education has completely transf
metacognitive,Reflective Voices in Specialized Translation: A TAP-Based Study of Stu… (2025),bidirectional,3,moderate,,3/5,This study explores the cognitive strategies employed by Romanian student translators duri
metacognitive,The Mediating Role of Generative AI Self-Regulation on Students’ Criti… (2024),conditional,3,moderate,unclear,3/5,"Within the rapid integration of AI into educational settings, understanding its impact on "
metacognitive,Evaluating the impact of AI on the critical thinking skills among the … (2025),conditional,3,moderate,,3/5,The following research analyzes the relation between the utilization of Artificial Intelli
metacognitive,From Intention to Reflection: Understanding Self-Directed Learning in … (2026),conditional,3,moderate,unclear,3/5,This study extends the Theory of Planned Behavior (TPB) to explore how students’ behaviora
metacognitive,Factors influencing critical thinking during AI use among university s… (2025),negative,3,moderate,,3/5,
metacognitive,Design and Validation of the <scp>AI</scp> ‐Integrated Metacognitive S… (2025),mixed,3,moderate,,3/5,ABSTRACT Objectives The purpose of this article is to design and validate the AI‐Integrate
metacognitive,INVESTIGATING THE ROLE OF AI TUTORS IN FOSTERING STUDENT SELF-REGULATI… (2026),positive,1,loose,,1/5,The importance of AI-powered tutoring programs in promoting learner autonomy and self-regu
metacognitive,EXPLORING THE IMPACT OF AI-POWERED TUTORING SYSTEMS ON STUDENT SELF-RE… (2026),positive,1,loose,,1/5,This article investigates the impact of Al-powered tutoring systems on student self-regula
metacognitive,The dynamics of the self-regulation process in student-AI interactions (2025),bidirectional,1,loose,longitudinal,1/5,Generative Artificial Intelligence (AI) has demonstrated significant value in code generat
metacognitive,Generating Situated Reflection Triggers About Alternative Solution Pat… (2024),conditional,1,loose,unclear,1/5,
affective,Enhancing Elementary Students’ Engagement and Understanding through Ge… (2025),positive,5,strict,quasi_experimental,5/5,This study investigates the effectiveness of integrating generative Artificial Intelligenc
affective,Empowering Student Translators: The Impact of ChatGPT Training on Self… (2025),positive,5,strict,quasi_experimental,5/5,This study investigated the impact of an intervention utilizing ChatGPT in literary transl
affective,EMooly: Supporting Autistic Children in Collaborative Social-Emotional… (2024),positive,5,strict,quasi_experimental,5/5,Children with autism spectrum disorder (ASD) have social-emotional deficits that lead to d
affective,Empowering Mothers: The Effects of Audio-Guided Meditation on Resilien… (2026),positive,5,strict,,5/5,"The diagnosis of childhood cancer profoundly affects family life, and mothers who typicall"
affective,Clinical Practice Guidelines on using artificial intelligence and gadg… (2024),bidirectional,5,strict,rct,5/5,"INTRODUCTION Globally, one in every three individuals suffers from a mental illness during"
affective,Popularity of Mental Health Chatbots Grows (2022),bidirectional,5,strict,rct,5/5,Back to table of contents Previous article Next article Clinical & ResearchFull AccessPopu
affective,AI in Medical Questionnaires: Scoping Review (2025),bidirectional,5,strict,systematic_review,5/5,"This systematic review aimed to explore the current applications, potential benefits, and "
affective,Opinion: Mental health research: to augment or not to augment (2025),bidirectional,5,strict,longitudinal,5/5,The integration of artificial intelligence (AI) and machine learning (ML) into healthcare 
affective,The State of Digital Biomarkers in Mental Health (2024),conditional,5,strict,longitudinal,5/5,"Untreated mental health conditions are a leading cause of disability in the world [1, 2], "
affective,Generative AI Mental Health Chatbots as Therapeutic Tools: Systematic … (2025),conditional,5,strict,systematic_review,5/5,"Background: In recent years, artificial intelligence (AI) has driven the rapid development"
affective,Social media: the root cause of rising youth self‐harm or a convenient… (2024),conditional,5,strict,longitudinal,5/5,Recent events have reignited debate over whether social media is the root cause of increas
affective,Enhancing explainability and performance of the depression detection m… (2026),conditional,5,strict,quasi_experimental,5/5,Depression is a mental disorder that negatively affects many people worldwide. The traditi
affective,Examining the Efficacy of Large Language Models for Mitigating Depress… (2025),negative,5,strict,rct,5/5,Secondary school students undergo significant psychological and physiological changes duri
affective,Effect of an AI agent trained on a large language model (LLM) as an in… (2025),negative,5,strict,rct,5/5,BACKGROUND: Young adults face emotional problems in their daily lives. Considering that yo
affective,Suicide Risk Assessments Through the Eyes of ChatGPT-3.5 Versus ChatGP… (2023),negative,5,strict,longitudinal,5/5,"BACKGROUND: ChatGPT, a linguistic artificial intelligence (AI) model engineered by OpenAI,"
affective,"School Closures During Social Lockdown and Mental Health, Health Behav… (2022)",negative,5,strict,quasi_experimental,5/5,IMPORTANCE: School closures as part of broader social lockdown measures during the COVID-1
affective,The effect of personalizing a psychotherapy conversational agent on th… (2024),negative,5,strict,,5/5,"While 33.6% of college students suffer from mental health problems, only 24.6% of these st"
affective,Effectiveness of Online and Remote Interventions for Mental Health in … (2023),negative,5,strict,,5/5,"BACKGROUND: The prevalence of mental illness increased in children, adolescents, and young"
affective,Comparing ChatGPT-4o and Gemini 1.5 Pro in Adolescent Psychiatric Emer… (2026),negative,5,strict,longitudinal,5/5,ObjectiveThis study aimed to evaluate the performance of large language models-ChatGPT-4o 
affective,Enhancing Korean adolescent suicide risk prediction with TabR: A gener… (2026),negative,5,strict,longitudinal,5/5,"Adolescent suicide is a growing public health crisis, particularly in South Korea, which h"
affective,Application of Narrative and AI-Assisted Follow-Up After Voluntary Med… (2025),negative,5,strict,,5/5,Postoperative anxiety following voluntary medical male circumcision (VMMC) poses a signifi
affective,Ensemble of transformers for depression emotion classification. (2026),negative,5,strict,experimental,5/5,People act on their emotions even in the most rational decision-making mechanisms in their
affective,"Usability of the “Be Yourself” IA-powered, chatbot-based website for t… (2026)",mixed,5,strict,longitudinal,5/5,"Objective: Objective. Analyze the usability, interaction patterns, and quality of conversa"
affective,Can AI-assisted therapy (PARO robot) be a treatment option for childre… (2024),mixed,5,strict,experimental,5/5,OBJECTIVES: The aim of the study was to assess changes that occur in the behavioural and e
affective,Technology-mediated screening interviews for youth mental health: Cont… (2026),mixed,5,strict,,5/5,Early identification of mental health disorders in children and adolescents is essential f
affective,Customizing ChatGPT to Help Computer Science Principles Students Learn… (2024),positive,3,moderate,unclear,3/5,"This paper explores leveraging conversational agents, specifically ChatGPT, to enhance the"
affective,"Usage of AI Based ChatGPT, Students’ Self Efficacy and Engagement in M… (2025)",positive,3,moderate,cross_sectional,3/5,"This quantitative, descriptive-correlational study explores the relationship between the u"
affective,ChatGPT as a Learning Strategy: A Study on High School EFL Students’ E… (2025),positive,3,moderate,mixed_methods,3/5,This study investigates the role of ChatGPT as a learning strategy in enhancing engagement
affective,Development of a Generative AI-based Chatbot for Enhancing Elementary … (2025),positive,3,moderate,unclear,3/5,
affective,"Teens, Tech, and Talk: Adolescents’ Use of and Emotional Reactions to … (2025)",positive,3,moderate,unclear,3/5,= 1.69). The findings revealed that younger adolescents were more likely to use My AI and 
